WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,SASIncidents,Average20182019,PercentVariation
20200126,S08000016,"",All ages,d,Female,"",142,148.5,-4.4
20200126,S08000016,"",All ages,d,Male,"",115,128,-10.2
20200126,S08000017,"",Under 5,"",All,d,9,9.5,-5.3
20200126,S08000017,"",5 - 14,"",All,d,5,3,66.7
20200126,S08000017,"",15 - 44,"",All,d,54,58,-6.9
20200126,S08000017,"",45 - 64,"",All,d,63,64.5,-2.3
20200126,S08000017,"",65 - 74,"",All,d,74,73,1.4
20200126,S08000017,"",75 - 84,"",All,d,91,89,2.2
20200126,S08000017,"",85 and over,"",All,d,69,65,6.2
20200126,S08000017,"",All ages,d,All,d,378,372.5,1.5
20200126,S08000017,"",All ages,d,Female,"",179,175.5,2
20200126,S08000017,"",All ages,d,Male,"",177,172,2.9
20200126,S08000019,"",Under 5,"",All,d,13,19,-31.6
20200126,S08000019,"",5 - 14,"",All,d,10,15,-33.3
20200126,S08000019,"",15 - 44,"",All,d,127,137,-7.3
20200126,S08000019,"",45 - 64,"",All,d,134,122.5,9.4
20200126,S08000019,"",65 - 74,"",All,d,86,103,-16.5
20200126,S08000019,"",75 - 84,"",All,d,116,118.5,-2.1
20200126,S08000019,"",85 and over,"",All,d,78,74.5,4.7
20200126,S08000019,"",All ages,d,All,d,593,621,-4.5
20200126,S08000019,"",All ages,d,Female,"",290,287,1
20200126,S08000019,"",All ages,d,Male,"",255,289,-11.8
20200126,S08000020,"",Under 5,"",All,d,48,38.5,24.7
20200126,S08000020,"",5 - 14,"",All,d,14,18.5,-24.3
20200126,S08000020,"",15 - 44,"",All,d,249,239.5,4
20200126,S08000020,"",45 - 64,"",All,d,250,237.5,5.3
20200126,S08000020,"",65 - 74,"",All,d,176,164.5,7
20200126,S08000020,"",75 - 84,"",All,d,233,217.5,7.1
20200126,S08000020,"",85 and over,"",All,d,170,199.5,-14.8
20200126,S08000020,"",All ages,d,All,d,1188,1170,1.5
20200126,S08000020,"",All ages,d,Female,"",550,544.5,1
20200126,S08000020,"",All ages,d,Male,"",544,523.5,3.9
20200126,S08000022,"",Under 5,"",All,d,47,27.5,70.9
20200126,S08000022,"",5 - 14,"",All,d,14,9,55.6
20200126,S08000022,"",15 - 44,"",All,d,140,130.5,7.3
20200126,S08000022,"",45 - 64,"",All,d,163,140,16.4
20200126,S08000022,"",65 - 74,"",All,d,106,116,-8.6
20200126,S08000022,"",75 - 84,"",All,d,152,175,-13.1
20200126,S08000022,"",85 and over,"",All,d,112,127.5,-12.2
20200126,S08000022,"",All ages,d,All,d,770,767.5,0.3
20200126,S08000022,"",All ages,d,Female,"",366,366,0
20200126,S08000022,"",All ages,d,Male,"",331,332.5,-0.5
20200126,S08000024,"",Under 5,"",All,d,46,77.5,-40.6
20200126,S08000024,"",5 - 14,"",All,d,43,40.5,6.2
20200126,S08000024,"",15 - 44,"",All,d,410,421,-2.6
20200126,S08000024,"",45 - 64,"",All,d,344,384,-10.4
20200126,S08000024,"",65 - 74,"",All,d,241,220,9.5
20200126,S08000024,"",75 - 84,"",All,d,310,278.5,11.3
20200126,S08000024,"",85 and over,"",All,d,241,206,17
20200126,S08000024,"",All ages,d,All,d,1749,1740,0.5
20200126,S08000024,"",All ages,d,Female,"",844,819.5,3
20200126,S08000024,"",All ages,d,Male,"",719,739,-2.7
20200126,S08000025,"",15 - 44,"",All,d,7,9,-22.2
20200126,S08000025,"",45 - 64,"",All,d,9,8,12.5
20200126,S08000025,"",65 - 74,"",All,d,10,9,11.1
20200126,S08000025,"",75 - 84,"",All,d,15,13,15.4
20200126,S08000025,"",All ages,d,All,d,45,49,-8.2
20200126,S08000025,"",All ages,d,Female,"",22,20.5,7.3
20200126,S08000025,"",All ages,d,Male,"",22,22.5,-2.2
20200126,S08000026,"",15 - 44,"",All,d,9,6,50
20200126,S08000026,"",45 - 64,"",All,d,13,9.5,36.8
20200126,S08000026,"",65 - 74,"",All,d,10,5,100
20200126,S08000026,"",85 and over,"",All,d,7,4.5,55.6
20200126,S08000026,"",All ages,d,All,d,47,38.5,22.1
20200126,S08000026,"",All ages,d,Female,"",26,13.5,92.6
20200126,S08000026,"",All ages,d,Male,"",20,22.5,-11.1
20200126,S08000028,"",15 - 44,"",All,d,8,6,33.3
20200126,S08000028,"",45 - 64,"",All,d,10,18.5,-45.9
20200126,S08000028,"",65 - 74,"",All,d,12,10,20
20200126,S08000028,"",75 - 84,"",All,d,17,16.5,3
20200126,S08000028,"",85 and over,"",All,d,13,14.5,-10.3
20200126,S08000028,"",All ages,d,All,d,65,70.5,-7.8
20200126,S08000028,"",All ages,d,Female,"",31,33,-6.1
20200126,S08000028,"",All ages,d,Male,"",29,29,0
20200126,S08000029,"",Under 5,"",All,d,29,30,-3.3
20200126,S08000029,"",5 - 14,"",All,d,23,19.5,17.9
20200126,S08000029,"",15 - 44,"",All,d,165,183,-9.8
20200126,S08000029,"",45 - 64,"",All,d,186,189,-1.6
20200126,S08000029,"",65 - 74,"",All,d,124,132.5,-6.4
20200126,S08000029,"",75 - 84,"",All,d,187,155,20.6
20200126,S08000029,"",85 and over,"",All,d,126,133.5,-5.6
20200126,S08000029,"",All ages,d,All,d,867,870,-0.3
20200126,S08000029,"",All ages,d,Female,"",424,435,-2.5
20200126,S08000029,"",All ages,d,Male,"",391,385.5,1.4
20200126,S08000030,"",Under 5,"",All,d,39,29,34.5
20200126,S08000030,"",5 - 14,"",All,d,14,18.5,-24.3
20200126,S08000030,"",15 - 44,"",All,d,179,191.5,-6.5
20200126,S08000030,"",45 - 64,"",All,d,204,193,5.7
20200126,S08000030,"",65 - 74,"",All,d,159,142.5,11.6
20200126,S08000030,"",75 - 84,"",All,d,186,169.5,9.7
20200126,S08000030,"",85 and over,"",All,d,148,139.5,6.1
20200126,S08000030,"",All ages,d,All,d,965,917,5.2
20200126,S08000030,"",All ages,d,Female,"",431,426,1.2
20200126,S08000030,"",All ages,d,Male,"",468,435,7.6
20200126,S08000031,"",Under 5,"",All,d,82,93,-11.8
20200126,S08000031,"",5 - 14,"",All,d,52,57.5,-9.6
20200126,S08000031,"",15 - 44,"",All,d,610,585,4.3
20200126,S08000031,"",45 - 64,"",All,d,621,670.5,-7.4
20200126,S08000031,"",65 - 74,"",All,d,386,392,-1.5
20200126,S08000031,"",75 - 84,"",All,d,458,475.5,-3.7
20200126,S08000031,"",85 and over,"",All,d,324,352,-8
20200126,S08000031,"",All ages,d,All,d,2707,2796,-3.2
20200126,S08000031,"",All ages,d,Female,"",1274,1326.5,-4
20200126,S08000031,"",All ages,d,Male,"",1180,1205.5,-2.1
20200126,S08000032,"",Under 5,"",All,d,58,62.5,-7.2
20200126,S08000032,"",5 - 14,"",All,d,32,28.5,12.3
20200126,S08000032,"",15 - 44,"",All,d,315,302,4.3
20200126,S08000032,"",45 - 64,"",All,d,315,353.5,-10.9
20200126,S08000032,"",65 - 74,"",All,d,208,260.5,-20.2
20200126,S08000032,"",75 - 84,"",All,d,307,279.5,9.8
20200126,S08000032,"",85 and over,"",All,d,191,181,5.5
20200126,S08000032,"",All ages,d,All,d,1489,1527,-2.5
20200126,S08000032,"",All ages,d,Female,"",737,728,1.2
20200126,S08000032,"",All ages,d,Male,"",655,700.5,-6.5
20200126,S92000003,d,Under 5,"",All,d,412,431,-4.4
20200126,S92000003,d,5 - 14,"",All,d,232,234.5,-1.1
20200126,S92000003,d,15 - 44,"",All,d,2503,2506,-0.1
20200126,S92000003,d,45 - 64,"",All,d,2544,2674.5,-4.9
20200126,S92000003,d,65 - 74,"",All,d,1784,1849,-3.5
20200126,S92000003,d,75 - 84,"",All,d,2354,2265,3.9
20200126,S92000003,d,85 and over,"",All,d,1691,1722.5,-1.8
20200126,S92000003,d,All ages,d,All,d,12103,12282.5,-1.5
20200126,S92000003,d,All ages,d,Female,"",5830,5832.5,-0
20200126,S92000003,d,All ages,d,Male,"",5311,5447.5,-2.5
20200202,S08000015,"",Under 5,"",All,d,24,37.5,-36
20200202,S08000015,"",5 - 14,"",All,d,17,24,-29.2
20200202,S08000015,"",15 - 44,"",All,d,176,201,-12.4
20200202,S08000015,"",45 - 64,"",All,d,189,229,-17.5
20200202,S08000015,"",65 - 74,"",All,d,169,178,-5.1
20200202,S08000015,"",75 - 84,"",All,d,201,220,-8.6
20200202,S08000015,"",85 and over,"",All,d,150,161,-6.8
20200202,S08000015,"",All ages,d,All,d,972,1092.5,-11
20200202,S08000015,"",All ages,d,Female,"",461,522.5,-11.8
20200202,S08000015,"",All ages,d,Male,"",438,496.5,-11.8
20200202,S08000016,"",Under 5,"",All,d,8,7.5,6.7
20200202,S08000016,"",15 - 44,"",All,d,38,47.5,-20
20200202,S08000016,"",45 - 64,"",All,d,50,63,-20.6
20200202,S08000016,"",65 - 74,"",All,d,53,49,8.2
20200202,S08000016,"",75 - 84,"",All,d,70,60.5,15.7
20200202,S08000016,"",85 and over,"",All,d,58,48.5,19.6
20200202,S08000016,"",All ages,d,All,d,289,289.5,-0.2
20200202,S08000016,"",All ages,d,Female,"",145,137,5.8
20200202,S08000016,"",All ages,d,Male,"",130,133,-2.3
20200202,S08000017,"",Under 5,"",All,d,16,7.5,113.3
20200202,S08000017,"",5 - 14,"",All,d,5,6.5,-23.1
20200202,S08000017,"",15 - 44,"",All,d,56,54,3.7
20200202,S08000017,"",45 - 64,"",All,d,69,71,-2.8
20200202,S08000017,"",65 - 74,"",All,d,62,73.5,-15.6
20200202,S08000017,"",75 - 84,"",All,d,80,87.5,-8.6
20200202,S08000017,"",85 and over,"",All,d,75,63.5,18.1
20200202,S08000017,"",All ages,d,All,d,378,377.5,0.1
20200202,S08000017,"",All ages,d,Female,"",194,187.5,3.5
20200202,S08000017,"",All ages,d,Male,"",160,166.5,-3.9
20200202,S08000019,"",Under 5,"",All,d,24,22.5,6.7
20200202,S08000019,"",5 - 14,"",All,d,18,13,38.5
20200202,S08000019,"",15 - 44,"",All,d,139,135,3
20200202,S08000019,"",45 - 64,"",All,d,135,156.5,-13.7
20200202,S08000019,"",65 - 74,"",All,d,81,86.5,-6.4
20200202,S08000019,"",75 - 84,"",All,d,122,131.5,-7.2
20200202,S08000019,"",85 and over,"",All,d,89,82,8.5
20200202,S08000019,"",All ages,d,All,d,631,651,-3.1
20200202,S08000019,"",All ages,d,Female,"",324,298.5,8.5
20200202,S08000019,"",All ages,d,Male,"",269,307,-12.4
20200202,S08000020,"",Under 5,"",All,d,44,41,7.3
20200202,S08000020,"",5 - 14,"",All,d,28,33,-15.2
20200202,S08000020,"",15 - 44,"",All,d,269,230.5,16.7
20200202,S08000020,"",45 - 64,"",All,d,242,238.5,1.5
20200202,S08000020,"",65 - 74,"",All,d,161,166,-3
20200202,S08000020,"",75 - 84,"",All,d,232,249.5,-7
20200202,S08000020,"",85 and over,"",All,d,172,177.5,-3.1
20200202,S08000020,"",All ages,d,All,d,1192,1191.5,0
20200202,S08000020,"",All ages,d,Female,"",582,570.5,2
20200202,S08000020,"",All ages,d,Male,"",527,520.5,1.2
20200202,S08000022,"",Under 5,"",All,d,18,26,-30.8
20200202,S08000022,"",5 - 14,"",All,d,16,15.5,3.2
20200202,S08000022,"",15 - 44,"",All,d,127,144,-11.8
20200202,S08000022,"",45 - 64,"",All,d,138,168,-17.9
20200202,S08000022,"",65 - 74,"",All,d,134,125,7.2
20200202,S08000022,"",75 - 84,"",All,d,156,175,-10.9
20200202,S08000022,"",85 and over,"",All,d,134,143,-6.3
20200202,S08000022,"",All ages,d,All,d,773,847,-8.7
20200202,S08000022,"",All ages,d,Female,"",373,398,-6.3
20200202,S08000022,"",All ages,d,Male,"",320,364,-12.1
20200202,S08000024,"",Under 5,"",All,d,63,78,-19.2
20200202,S08000024,"",5 - 14,"",All,d,31,46,-32.6
20200202,S08000024,"",15 - 44,"",All,d,396,445.5,-11.1
20200202,S08000024,"",45 - 64,"",All,d,372,384.5,-3.3
20200202,S08000024,"",65 - 74,"",All,d,251,212,18.4
20200202,S08000024,"",75 - 84,"",All,d,285,263,8.4
20200202,S08000024,"",85 and over,"",All,d,236,202,16.8
20200202,S08000024,"",All ages,d,All,d,1744,1732.5,0.7
20200202,S08000024,"",All ages,d,Female,"",825,817,1
20200202,S08000024,"",All ages,d,Male,"",750,738,1.6
20200202,S08000025,"",15 - 44,"",All,d,9,9,0
20200202,S08000025,"",45 - 64,"",All,d,6,5.5,9.1
20200202,S08000025,"",65 - 74,"",All,d,9,4,125
20200202,S08000025,"",75 - 84,"",All,d,11,12,-8.3
20200202,S08000025,"",85 and over,"",All,d,8,9,-11.1
20200202,S08000025,"",All ages,d,All,d,47,44,6.8
20200202,S08000025,"",All ages,d,Female,"",29,17,70.6
20200202,S08000025,"",All ages,d,Male,"",17,22,-22.7
20200202,S08000026,"",15 - 44,"",All,d,8,5.5,45.5
20200202,S08000026,"",45 - 64,"",All,d,6,12.5,-52
20200202,S08000026,"",65 - 74,"",All,d,9,8,12.5
20200202,S08000026,"",75 - 84,"",All,d,8,8,0
20200202,S08000026,"",85 and over,"",All,d,6,5.5,9.1
20200202,S08000026,"",All ages,d,All,d,42,44,-4.5
20200202,S08000026,"",All ages,d,Female,"",19,18,5.6
20200202,S08000026,"",All ages,d,Male,"",17,21,-19
20200202,S08000028,"",15 - 44,"",All,d,9,6.5,38.5
20200202,S08000028,"",45 - 64,"",All,d,12,19.5,-38.5
20200202,S08000028,"",65 - 74,"",All,d,18,14,28.6
20200202,S08000028,"",75 - 84,"",All,d,29,22,31.8
20200202,S08000028,"",85 and over,"",All,d,9,18,-50
20200202,S08000028,"",All ages,d,All,d,83,92,-9.8
20200202,S08000028,"",All ages,d,Female,"",45,45,0
20200202,S08000028,"",All ages,d,Male,"",29,39,-25.6
20200202,S08000029,"",Under 5,"",All,d,30,33,-9.1
20200202,S08000029,"",5 - 14,"",All,d,21,16,31.2
20200202,S08000029,"",15 - 44,"",All,d,160,200.5,-20.2
20200202,S08000029,"",45 - 64,"",All,d,158,190,-16.8
20200202,S08000029,"",65 - 74,"",All,d,136,130,4.6
20200202,S08000029,"",75 - 84,"",All,d,168,167,0.6
20200202,S08000029,"",85 and over,"",All,d,144,127,13.4
20200202,S08000029,"",All ages,d,All,d,843,896,-5.9
20200202,S08000029,"",All ages,d,Female,"",432,413,4.6
20200202,S08000029,"",All ages,d,Male,"",361,424,-14.9
20200202,S08000030,"",Under 5,"",All,d,29,29,0
20200202,S08000030,"",5 - 14,"",All,d,17,11,54.5
20200202,S08000030,"",15 - 44,"",All,d,212,188.5,12.5
20200202,S08000030,"",45 - 64,"",All,d,207,196,5.6
20200202,S08000030,"",65 - 74,"",All,d,155,134,15.7
20200202,S08000030,"",75 - 84,"",All,d,179,184,-2.7
20200202,S08000030,"",85 and over,"",All,d,149,153,-2.6
20200202,S08000030,"",All ages,d,All,d,984,926.5,6.2
20200202,S08000030,"",All ages,d,Female,"",452,435,3.9
20200202,S08000030,"",All ages,d,Male,"",466,436,6.9
20200202,S08000031,"",Under 5,"",All,d,68,83,-18.1
20200202,S08000031,"",5 - 14,"",All,d,30,63,-52.4
20200202,S08000031,"",15 - 44,"",All,d,548,642,-14.6
20200202,S08000031,"",45 - 64,"",All,d,629,672.5,-6.5
20200202,S08000031,"",65 - 74,"",All,d,383,389.5,-1.7
20200202,S08000031,"",75 - 84,"",All,d,453,508.5,-10.9
20200202,S08000031,"",85 and over,"",All,d,351,360.5,-2.6
20200202,S08000031,"",All ages,d,All,d,2604,2877.5,-9.5
20200202,S08000031,"",All ages,d,Female,"",1250,1340.5,-6.8
20200202,S08000031,"",All ages,d,Male,"",1129,1275.5,-11.5
20200202,S08000032,"",Under 5,"",All,d,53,51,3.9
20200202,S08000032,"",5 - 14,"",All,d,35,33.5,4.5
20200202,S08000032,"",15 - 44,"",All,d,270,315,-14.3
20200202,S08000032,"",45 - 64,"",All,d,389,331.5,17.3
20200202,S08000032,"",65 - 74,"",All,d,204,246,-17.1
20200202,S08000032,"",75 - 84,"",All,d,292,274.5,6.4
20200202,S08000032,"",85 and over,"",All,d,169,188,-10.1
20200202,S08000032,"",All ages,d,All,d,1464,1499.5,-2.4
20200202,S08000032,"",All ages,d,Female,"",745,720.5,3.4
20200202,S08000032,"",All ages,d,Male,"",632,684.5,-7.7
20200202,S92000003,d,Under 5,"",All,d,381,422.5,-9.8
20200202,S92000003,d,5 - 14,"",All,d,226,271,-16.6
20200202,S92000003,d,15 - 44,"",All,d,2429,2634,-7.8
20200202,S92000003,d,45 - 64,"",All,d,2609,2744,-4.9
20200202,S92000003,d,65 - 74,"",All,d,1825,1816.5,0.5
20200202,S92000003,d,75 - 84,"",All,d,2287,2366,-3.3
20200202,S92000003,d,85 and over,"",All,d,1750,1740,0.6
20200202,S92000003,d,All ages,d,All,d,12070,12588,-4.1
20200202,S92000003,d,All ages,d,Female,"",5879,5932,-0.9
20200202,S92000003,d,All ages,d,Male,"",5257,5637.5,-6.7
20200209,S08000015,"",Under 5,"",All,d,24,26.5,-9.4
20200209,S08000015,"",5 - 14,"",All,d,17,20,-15
20200209,S08000015,"",15 - 44,"",All,d,174,203,-14.3
20200209,S08000015,"",45 - 64,"",All,d,203,207,-1.9
20200209,S08000015,"",65 - 74,"",All,d,163,149,9.4
20200209,S08000015,"",75 - 84,"",All,d,185,202,-8.4
20200209,S08000015,"",85 and over,"",All,d,139,153.5,-9.4
20200209,S08000015,"",All ages,d,All,d,944,998.5,-5.5
20200209,S08000015,"",All ages,d,Female,"",451,497,-9.3
20200209,S08000015,"",All ages,d,Male,"",421,435.5,-3.3
20200209,S08000016,"",Under 5,"",All,d,6,7,-14.3
20200209,S08000016,"",15 - 44,"",All,d,50,48.5,3.1
20200209,S08000016,"",45 - 64,"",All,d,62,61.5,0.8
20200209,S08000016,"",65 - 74,"",All,d,50,54.5,-8.3
20200209,S08000016,"",75 - 84,"",All,d,65,62.5,4
20200209,S08000016,"",85 and over,"",All,d,60,61,-1.6
20200209,S08000016,"",All ages,d,All,d,301,310,-2.9
20200209,S08000016,"",All ages,d,Female,"",140,156.5,-10.5
20200209,S08000016,"",All ages,d,Male,"",142,137,3.6
20200209,S08000017,"",Under 5,"",All,d,8,10,-20
20200209,S08000017,"",15 - 44,"",All,d,64,49.5,29.3
20200209,S08000017,"",45 - 64,"",All,d,65,79.5,-18.2
20200209,S08000017,"",65 - 74,"",All,d,57,63.5,-10.2
20200209,S08000017,"",75 - 84,"",All,d,81,77.5,4.5
20200209,S08000017,"",85 and over,"",All,d,85,57,49.1
20200209,S08000017,"",All ages,d,All,d,379,360,5.3
20200209,S08000017,"",All ages,d,Female,"",184,171.5,7.3
20200209,S08000017,"",All ages,d,Male,"",161,164.5,-2.1
20200209,S08000019,"",Under 5,"",All,d,22,28,-21.4
20200209,S08000019,"",5 - 14,"",All,d,8,12.5,-36
20200209,S08000019,"",15 - 44,"",All,d,133,140.5,-5.3
20200209,S08000019,"",45 - 64,"",All,d,135,150.5,-10.3
20200209,S08000019,"",65 - 74,"",All,d,97,93.5,3.7
20200209,S08000019,"",75 - 84,"",All,d,114,117.5,-3
20200209,S08000019,"",85 and over,"",All,d,75,69.5,7.9
20200209,S08000019,"",All ages,d,All,d,605,647,-6.5
20200209,S08000019,"",All ages,d,Female,"",294,286.5,2.6
20200209,S08000019,"",All ages,d,Male,"",276,302.5,-8.8
20200209,S08000020,"",Under 5,"",All,d,47,40,17.5
20200209,S08000020,"",5 - 14,"",All,d,25,21.5,16.3
20200209,S08000020,"",15 - 44,"",All,d,253,239,5.9
20200209,S08000020,"",45 - 64,"",All,d,220,262,-16
20200209,S08000020,"",65 - 74,"",All,d,185,181.5,1.9
20200209,S08000020,"",75 - 84,"",All,d,207,224,-7.6
20200209,S08000020,"",85 and over,"",All,d,200,179.5,11.4
20200209,S08000020,"",All ages,d,All,d,1186,1199.5,-1.1
20200209,S08000020,"",All ages,d,Female,"",578,554.5,4.2
20200209,S08000020,"",All ages,d,Male,"",518,542.5,-4.5
20200209,S08000022,"",Under 5,"",All,d,17,30,-43.3
20200209,S08000022,"",5 - 14,"",All,d,22,18,22.2
20200209,S08000022,"",15 - 44,"",All,d,130,133.5,-2.6
20200209,S08000022,"",45 - 64,"",All,d,139,166.5,-16.5
20200209,S08000022,"",65 - 74,"",All,d,103,134,-23.1
20200209,S08000022,"",75 - 84,"",All,d,140,157.5,-11.1
20200209,S08000022,"",85 and over,"",All,d,119,136.5,-12.8
20200209,S08000022,"",All ages,d,All,d,701,823,-14.8
20200209,S08000022,"",All ages,d,Female,"",340,384.5,-11.6
20200209,S08000022,"",All ages,d,Male,"",289,362.5,-20.3
20200209,S08000024,"",Under 5,"",All,d,58,71.5,-18.9
20200209,S08000024,"",5 - 14,"",All,d,23,41,-43.9
20200209,S08000024,"",15 - 44,"",All,d,395,437.5,-9.7
20200209,S08000024,"",45 - 64,"",All,d,404,417,-3.1
20200209,S08000024,"",65 - 74,"",All,d,238,230,3.5
20200209,S08000024,"",75 - 84,"",All,d,254,292,-13
20200209,S08000024,"",85 and over,"",All,d,211,219.5,-3.9
20200209,S08000024,"",All ages,d,All,d,1699,1801,-5.7
20200209,S08000024,"",All ages,d,Female,"",771,850.5,-9.3
20200209,S08000024,"",All ages,d,Male,"",727,788.5,-7.8
20200209,S08000025,"",Under 5,"",All,d,5,0.5,900
20200209,S08000025,"",15 - 44,"",All,d,10,7.5,33.3
20200209,S08000025,"",45 - 64,"",All,d,9,9,0
20200209,S08000025,"",75 - 84,"",All,d,15,12.5,20
20200209,S08000025,"",85 and over,"",All,d,12,8.5,41.2
20200209,S08000025,"",All ages,d,All,d,55,44.5,23.6
20200209,S08000025,"",All ages,d,Female,"",37,22,68.2
20200209,S08000025,"",All ages,d,Male,"",16,19,-15.8
20200209,S08000026,"",15 - 44,"",All,d,6,6.5,-7.7
20200209,S08000026,"",65 - 74,"",All,d,12,4,200
20200209,S08000026,"",75 - 84,"",All,d,12,7,71.4
20200209,S08000026,"",85 and over,"",All,d,9,7,28.6
20200209,S08000026,"",All ages,d,All,d,45,41,9.8
20200209,S08000026,"",All ages,d,Female,"",23,14.5,58.6
20200209,S08000026,"",All ages,d,Male,"",20,18.5,8.1
20200209,S08000028,"",15 - 44,"",All,d,7,7,0
20200209,S08000028,"",45 - 64,"",All,d,16,14.5,10.3
20200209,S08000028,"",65 - 74,"",All,d,16,14.5,10.3
20200209,S08000028,"",75 - 84,"",All,d,25,21,19
20200209,S08000028,"",85 and over,"",All,d,17,15,13.3
20200209,S08000028,"",All ages,d,All,d,85,75.5,12.6
20200209,S08000028,"",All ages,d,Female,"",44,36.5,20.5
20200209,S08000028,"",All ages,d,Male,"",36,32,12.5
20200209,S08000029,"",Under 5,"",All,d,22,30,-26.7
20200209,S08000029,"",5 - 14,"",All,d,17,15.5,9.7
20200209,S08000029,"",15 - 44,"",All,d,165,183.5,-10.1
20200209,S08000029,"",45 - 64,"",All,d,192,179,7.3
20200209,S08000029,"",65 - 74,"",All,d,117,141,-17
20200209,S08000029,"",75 - 84,"",All,d,158,160,-1.2
20200209,S08000029,"",85 and over,"",All,d,141,114,23.7
20200209,S08000029,"",All ages,d,All,d,837,855.5,-2.2
20200209,S08000029,"",All ages,d,Female,"",432,428,0.9
20200209,S08000029,"",All ages,d,Male,"",354,371.5,-4.7
20200209,S08000030,"",Under 5,"",All,d,31,29,6.9
20200209,S08000030,"",5 - 14,"",All,d,17,19.5,-12.8
20200209,S08000030,"",15 - 44,"",All,d,215,191.5,12.3
20200209,S08000030,"",45 - 64,"",All,d,177,182.5,-3
20200209,S08000030,"",65 - 74,"",All,d,148,156.5,-5.4
20200209,S08000030,"",75 - 84,"",All,d,193,198,-2.5
20200209,S08000030,"",85 and over,"",All,d,155,140.5,10.3
20200209,S08000030,"",All ages,d,All,d,976,950.5,2.7
20200209,S08000030,"",All ages,d,Female,"",455,459,-0.9
20200209,S08000030,"",All ages,d,Male,"",453,431,5.1
20200209,S08000031,"",Under 5,"",All,d,85,86.5,-1.7
20200209,S08000031,"",5 - 14,"",All,d,39,53,-26.4
20200209,S08000031,"",15 - 44,"",All,d,565,596,-5.2
20200209,S08000031,"",45 - 64,"",All,d,599,678.5,-11.7
20200209,S08000031,"",65 - 74,"",All,d,381,424,-10.1
20200209,S08000031,"",75 - 84,"",All,d,495,503,-1.6
20200209,S08000031,"",85 and over,"",All,d,307,338,-9.2
20200209,S08000031,"",All ages,d,All,d,2636,2841.5,-7.2
20200209,S08000031,"",All ages,d,Female,"",1195,1351.5,-11.6
20200209,S08000031,"",All ages,d,Male,"",1174,1234,-4.9
20200209,S08000032,"",Under 5,"",All,d,58,54,7.4
20200209,S08000032,"",5 - 14,"",All,d,43,33,30.3
20200209,S08000032,"",15 - 44,"",All,d,293,317.5,-7.7
20200209,S08000032,"",45 - 64,"",All,d,309,362,-14.6
20200209,S08000032,"",65 - 74,"",All,d,225,224,0.4
20200209,S08000032,"",75 - 84,"",All,d,273,292,-6.5
20200209,S08000032,"",85 and over,"",All,d,169,181,-6.6
20200209,S08000032,"",All ages,d,All,d,1446,1524.5,-5.1
20200209,S08000032,"",All ages,d,Female,"",699,749,-6.7
20200209,S08000032,"",All ages,d,Male,"",628,678.5,-7.4
20200209,S92000003,d,Under 5,"",All,d,386,419.5,-8
20200209,S92000003,d,5 - 14,"",All,d,218,250.5,-13
20200209,S92000003,d,15 - 44,"",All,d,2466,2568.5,-4
20200209,S92000003,d,45 - 64,"",All,d,2534,2786.5,-9.1
20200209,S92000003,d,65 - 74,"",All,d,1795,1878.5,-4.4
20200209,S92000003,d,75 - 84,"",All,d,2218,2328,-4.7
20200209,S92000003,d,85 and over,"",All,d,1699,1682,1
20200209,S92000003,d,All ages,d,All,d,11910,12502.5,-4.7
20200209,S92000003,d,All ages,d,Female,"",5647,5973,-5.5
20200209,S92000003,d,All ages,d,Male,"",5219,5528.5,-5.6
20200216,S08000015,"",Under 5,"",All,d,34,31.5,7.9
20200216,S08000015,"",5 - 14,"",All,d,9,12.5,-28
20200216,S08000015,"",15 - 44,"",All,d,195,210,-7.1
20200216,S08000015,"",45 - 64,"",All,d,205,210,-2.4
20200216,S08000015,"",65 - 74,"",All,d,147,148,-0.7
